DIST_NAME,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY,N0_Votes,POSITION,criminal_case,education,total_assest,liabilities
Pratapgarh,BABAGANJ,SC,VINOD KUMAR,M,SC,38,IND,87778,1,2,Post Graduate,"Rs 2,33,61,077",Rs 0
Jaunpur,BADLAPUR,GEN,LALJI YADAVA,M,GEN,57,BSP,57865,2,2,Post Graduate,"Rs 2,57,67,500","Rs 2,50,00,000"
Jaunpur,BADLAPUR,GEN,OMPRAKASH &AMP;AMP;AMP;#39;BABA&AMP;AMP;AMP;#39; DUBEY,M,GEN,53,SP,46545,3,2,10th Pass,"Rs 3,74,39,494","Rs 90,88,733"
Baghpat,BAGHPAT,GEN,KARTAR SINGH BHADANA,M,GEN,59,RLD,21751,3,2,8th Pass,"Rs 38,78,61,634","Rs 25,55,000"
Baharaich,BAHARAICH,GEN,AJEET PRATAP SINGH,M,GEN,55,BSP,36325,3,2,Post Graduate,"Rs 6,73,85,538","Rs 86,12,949"
Ballia,BALLIA NAGAR,GEN,ANAND,M,GEN,40,BJP,92889,1,2,Post Graduate,"Rs 10,81,596",Rs 0
Baghpat,BARAUT,GEN,SAHAB SINGH,M,GEN,70,RLD,52941,2,2,Graduate,"Rs 5,51,17,487","Rs 4,83,386"
Deoria,BARHAJ,GEN,MURLI MANOHAR JAISWAL,M,GEN,27,BSP,50280,2,2,Graduate Professional,"Rs 1,73,48,360","Rs 24,00,000"
Bijnor,BARHAPUR,GEN,FAHAD YAZDANI,M,GEN,36,BSP,50684,3,2,8th Pass,"Rs 71,66,244",Rs 0
Bijnor,BARHAPUR,GEN,HUSAIN AHMAD,M,GEN,59,INC,68920,2,2,Literate,"Rs 57,60,000","Rs 4,00,000"
Ballia,BELTHARA ROAD,SC,GHOORA RAM,M,SC,58,BSP,47297,3,2,Post Graduate,"Rs 1,45,72,718","Rs 12,64,447"
Shrawasti,BHINGA,GEN,RAM ABHILAKH,M,GEN,43,IND,7423,4,2,12th Pass,"Rs 62,56,000",Rs 0
Kanpur Dehat,BHOGNIPUR,GEN,JUNED KHAN,M,GEN,34,PECP,18380,4,2,Graduate Professional,"Rs 6,64,645",Rs 0
Bareilly,BHOJIPURA,GEN,SULEMAN BEG,M,GEN,55,BSP,49882,3,2,12th Pass,"Rs 3,72,85,420",Rs 0
Faizabad,BIKAPUR,GEN,ANAND SEN,M,GEN,53,SP,67422,2,2,12th Pass,"Rs 4,47,53,183","Rs 9,31,795"
Bareilly,BITHARI CHAINPUR,GEN,VEER PAL SINGH YADAV,M,GEN,61,SP,76886,2,2,Graduate Professional,"Rs 3,93,32,880",Rs 0
Kanpur Nagar,BITHOOR,GEN,RAM PRAKASH KUSHWAHA,M,SC,58,BSP,53586,3,2,Doctorate,"Rs 7,39,26,664","Rs 74,42,693"
Bulandsahar,BULANDSHAHR,GEN,MOH ALEEM KHAN,M,GEN,61,BSP,88454,2,2,Literate,"Rs 3,12,47,224",Rs 0
Bulandsahar,BULANDSHAHR,GEN,SHUJAT ALAM,M,GEN,50,SP,24119,3,2,Post Graduate,"Rs 7,82,75,161",Rs 0
Bijnor,CHANDPUR,GEN,MOHAMMAD IQBAL,M,GEN,62,BSP,56696,2,2,12th Pass,"Rs 7,50,29,371",Rs 0
Muzaffarnagar,CHARTHAWAL,GEN,NOOR SALEEM RANA,M,GEN,46,BSP,47704,3,2,12th Pass,"Rs 14,41,46,055","Rs 3,34,19,066"
Baghpat,CHHAPRAULI,GEN,RAJBALA,F,GEN,57,BSP,30241,4,2,5th Pass,"Rs 35,76,918",Rs 0
Aligarh,CHHARRA,GEN,SAGIR,M,GEN,47,BSP,53859,3,2,12th Pass,"Rs 6,48,89,869","Rs 1,90,35,279"
Mirzapur,CHUNAR,GEN,ANURAG SINGH,M,GEN,46,BJP,105608,1,2,Post Graduate,"Rs 13,10,70,498","Rs 5,18,07,467"
Gonda,COLONELGANJ,GEN,SANTOSH KUMAR TIWARI,M,GEN,37,BSP,33241,3,2,10th Pass,"Rs 4,61,29,320","Rs 4,36,17,000"
Saharanpur,DEOBAND,GEN,MAVIA ALI,M,GEN,46,SP,55385,3,2,12th Pass,"Rs 43,74,452",Rs 0
Bijnor,DHAMPUR,GEN,THA. MOOL CHAND CHAUHAN,M,GEN,65,SP,64305,2,2,Post Graduate,"Rs 3,78,77,739","Rs 20,89,361"
Etah,ETAH,GEN,GAJENDRA SINGH CHAUHAN URF BABLOO,M,GEN,47,BSP,41937,3,2,Graduate Professional,"Rs 3,13,29,080","Rs 57,33,969"
Firozabad,FIROZABAD,GEN,AHTSHAM ALI (BABAR),M,GEN,34,AIMIM,11478,4,2,12th Pass,"Rs 15,01,000",Rs 0
Saharanpur,GANGOH,GEN,MAHIPAL SINGH MAJRA,M,GEN,66,BSP,44717,4,2,Others,"Rs 4,19,36,964","Rs 30,04,447"
Gonda,GAURA,GEN,ABDUL KALAM,M,GEN,56,BSP,38667,3,2,Graduate,"Rs 2,28,73,529",Rs 0
Amethi,GAURIGANJ,GEN,MOHAMMAD NAYEEM,M,GEN,54,INC,51496,2,2,10th Pass,"Rs 84,06,274","Rs 5,00,000"
Mau,GHOSI,GEN,FAGU CHAUHAN,M,GEN,69,BJP,88298,1,2,10th Pass,"Rs 7,95,19,311",Rs 0
Gonda,GONDA,GEN,MAHESH NARAYAN TIWARI,M,GEN,61,SHS,35606,4,2,12th Pass,"Rs 1,68,16,026","Rs 8,41,516"
Gonda,GONDA,GEN,MO. JALEEL KHAN,M,GEN,56,BSP,46576,2,2,5th Pass,"Rs 1,73,42,588","Rs 1,35,282"
Gorakhpur,GORAKHPUR RURAL,GEN,RAJESH PANDEY,M,GEN,36,BSP,30097,4,2,Graduate,"Rs 1,28,30,111","Rs 43,19,359"
Sant Ravidas Nagar,GYANPUR,GEN,RAMRATI BIND,M,GEN,80,SP,39205,4,2,Post Graduate,"Rs 45,79,958","Rs 17,277"
Barabanki,HAIDERGARH,SC,KAMALA PRASAD RAWAT,M,SC,55,BSP,48600,3,2,Graduate,"Rs 9,71,36,963","Rs 56,82,590"
Jaunpur,JAUNPUR,GEN,DINESH TANDAN,M,GEN,65,BSP,41877,3,2,12th Pass,"Rs 4,53,00,702",Rs 0
Jhansi,JHANSI NAGAR,GEN,RAHUL RAI,M,GEN,33,INC,51242,3,2,Graduate,"Rs 2,17,65,289","Rs 49,52,017"
Kannauj,KANNAUJ,SC,ANURAG SINGH,M,SC,30,BSP,44182,3,2,Post Graduate,"Rs 13,10,70,498","Rs 5,18,07,467"
Kanpur Nagar,KANPUR CANTT.,GEN,MOHD. HASSAN ROOMI,M,GEN,51,SP,5954,4,2,Post Graduate,"Rs 2,75,22,784","Rs 18,36,593"
Basti,KAPTANGANJ,GEN,RAM PRASAD CHAUDHARY,M,GEN,63,BSP,63700,2,2,Others,"Rs 5,91,36,344",Rs 0
Kasganj,KASGANJ,GEN,DEVENDRA SINGH RAJPUT,M,GEN,45,BJP,101908,1,2,10th Pass,"Rs 2,51,20,000",Rs 0
Gonda,KATRA BAZAR,GEN,MASOOD AALAM KHAN,M,GEN,25,BSP,55947,3,2,Graduate,"Rs 1,17,84,107","Rs 23,47,148"
Meerut,KITHORE,GEN,MATLOOB GAUR,M,GEN,49,RLD,6598,4,2,8th Pass,"Rs 83,81,698","Rs 33,80,000"
Meerut,KITHORE,GEN,SATYAVIR TYAGI,M,GEN,63,BJP,90622,1,2,12th Pass,"Rs 3,03,13,852","Rs 8,13,960"
Allahabad,KORAON,SC,RAM KRIPAL,M,SC,57,INC,46731,2,2,Graduate,"Rs 34,80,999","Rs 1,00,000"
Moradabad,KUNDARKI,GEN,MOHAMMAD RIZWAN,M,GEN,66,SP,110561,1,2,Graduate,"Rs 1,29,00,000",Rs 0
Lalitpur,LALITPUR,GEN,JYOTI SINGH,F,GEN,37,SP,88687,2,2,Post Graduate,"Rs 42,59,014",Rs 0
Lucknow,LUCKNOW CANTT.,GEN,DR. REETA JOSHI,F,GEN,67,BJP,95402,1,2,Doctorate,"Rs 2,11,57,305",Rs 0
Lucknow,LUCKNOW EAST,GEN,ANURAG SINGH,M,GEN,46,INC,55937,2,2,Post Graduate,"Rs 13,10,70,498","Rs 5,18,07,467"
Mau,MADHUBAN,GEN,DARA SINGH CHAUHAN,M,GEN,58,BJP,86238,1,2,10th Pass,"Rs 2,75,71,500","Rs 11,20,000"
Mau,MADHUBAN,GEN,UMESH PANDEY,M,GEN,46,BSP,54803,3,2,Graduate,"Rs 4,20,50,000","Rs 1,14,00,000"
Maharajganj,MAHARAJGANJ,SC,NIRMESH MANGAL,M,SC,51,BSP,56793,2,2,Post Graduate,"Rs 36,48,234",Rs 0
Kanpur Nagar,MAHARAJPUR,GEN,MANOJ KUMAR SHUKLA,M,GEN,40,BSP,40568,2,2,12th Pass,"Rs 6,52,04,883","Rs 1,25,73,570"
Mainpuri,MAINPURI,GEN,RAJKUMAR ALIAS RAJU YADAV,M,GEN,47,SP,75787,1,2,12th Pass,"Rs 17,60,92,187","Rs 29,97,527"
Mirzapur,MAJHAWAN,GEN,ROHIT SHUKLA,M,GEN,29,SP,44212,3,2,Post Graduate,"Rs 45,75,958",Rs 0
Lucknow,MALIHABAD,SC,RAJBALA,F,SC,31,SP,72009,2,2,5th Pass,"Rs 35,76,918",Rs 0
Chitrakoot,MANIKPUR,GEN,DADDU PRASAD,M,SC,45,BMUP,9697,4,2,12th Pass,"Rs 7,43,69,523","Rs 21,49,307"
Chitrakoot,MANIKPUR,GEN,R.K. SINGH PATEL,M,GEN,57,BJP,84988,1,2,Graduate,"Rs 4,99,19,479","Rs 7,42,734"
Mirzapur,MARIHAN,GEN,LALITESHPATI TRIPATHI,M,GEN,40,INC,59919,2,2,Graduate,"Rs 7,79,94,260","Rs 40,10,855"
Mirzapur,MARIHAN,GEN,RAMA SHANKAR SINGH,M,GEN,47,BJP,106517,1,2,Post Graduate,"Rs 3,81,45,790","Rs 30,00,000"
Jaunpur,MARIYAHU,GEN,SEEMA SINGH,F,GEN,40,IND,21440,4,2,12th Pass,"Rs 1,37,67,963","Rs 28,13,227"
Jaunpur,MARIYAHU,GEN,SHRADDHA,F,GEN,44,SP,47454,2,2,12th Pass,"Rs 92,32,000","Rs 41,21,132"
Mathura,MATHURA,GEN,YOGESH KUMAR,M,GEN,44,BSP,31168,3,2,Graduate,"Rs 2,62,68,987","Rs 46,20,985"
Bareilly,MEERGANJ,GEN,SULTAN BEG,M,GEN,60,BSP,54289,2,2,Post Graduate,"Rs 1,56,52,254","Rs 10,74,902"
Meerut,MEERUT,GEN,LAXMIKANT BAJPAI,M,GEN,66,BJP,74448,2,2,Graduate,"Rs 2,11,78,229","Rs 8,65,055"
Meerut,MEERUT CANTT.,GEN,SANJEEV DHAMA,M,GEN,41,RLD,3851,4,2,Post Graduate,"Rs 2,16,27,320","Rs 50,67,000"
Ghaziabad,MODI NAGAR,GEN,RAM ASRAY SHARMA,M,GEN,64,SP,32507,3,2,12th Pass,"Rs 23,94,772",Rs 0
Moradabad,MORADABAD RURAL,GEN,HAJI IKRAM QURESHI,M,GEN,58,SP,97916,1,2,8th Pass,"Rs 88,02,145",Rs 0
Bijnor,NAGINA,SC,MANOJ KUMAR PARAS,M,SC,50,SP,77145,1,2,12th Pass,"Rs 2,10,03,172","Rs 15,65,435"
Bijnor,NAJIBABAD,GEN,JAMEEL AHMAD,M,GEN,37,BSP,45070,3,2,Literate,"Rs 35,86,000","Rs 3,50,000"
Maharajganj,NAUTANWA,GEN,AMAN MANI TRIPATHI,M,GEN,35,IND,79666,1,2,Graduate,"Rs 1,53,54,264","Rs 10,52,667"
Azamgarh,NIZAMABAD,GEN,CHANDRA DEV RAM,M,GEN,64,BSP,48745,2,2,Post Graduate,"Rs 1,62,61,696",Rs 0
Deoria,PATHARDEVA,GEN,SHAKIR ALI,M,GEN,63,SP,56815,2,2,Graduate,"Rs 4,44,05,717",Rs 0
Allahabad,PHAPHAMAU,GEN,MANOJ PANDEY,M,GEN,41,BSP,51983,3,2,Graduate Professional,"Rs 13,76,79,482","Rs 4,02,33,755"
Allahabad,PHAPHAMAU,GEN,RAJ KUMAR PATEL,M,GEN,37,IND,3171,4,2,12th Pass,"Rs 2,83,06,696",Rs 0
PILIBHIT,PILIBHIT,GEN,ARSHAD KHAN,M,GEN,63,BSP,14532,3,2,12th Pass,"Rs 68,31,408","Rs 5,89,172"
Allahabad,PRATAPPUR,GEN,VIJAMA YADAV,F,GEN,46,SP,51645,3,2,Literate,"Rs 1,53,40,208","Rs 9,34,711"
Unnao,PURWA,GEN,UDAY RAJ,M,GEN,57,SP,68114,3,2,Graduate,"Rs 2,58,28,003","Rs 20,00,000"
Hathras,SADABAD,GEN,DEVENDRA AGRAWAL,M,GEN,51,SP,29060,4,2,10th Pass,"Rs 24,32,79,612","Rs 8,21,517"
Sultanpur,SADAR,GEN,SANATYA KUMAR URF BABLOO,M,GEN,42,NINSHAD,10994,4,2,Post Graduate,"Rs 81,27,000","Rs 65,000"
Ghaziabad,SAHIBABAD,GEN,JALALUDDIN,M,GEN,61,BSP,41654,3,2,Literate,"Rs 20,47,14,417",Rs 0
Ghaziabad,SAHIBABAD,GEN,SUNIL KUMAR SHARMA,M,GEN,54,BJP,262741,1,2,Post Graduate,"Rs 1,04,01,609","Rs 16,25,431"
Deoria,SALEMPUR,SC,SATISH KUMAR,M,SC,55,CPM,2280,4,2,Post Graduate,"Rs 5,12,093",Rs 0
Varanasi,SEVAPURI,GEN,SURENDRA SINGH PATEL,M,GEN,59,SP,54241,2,2,Literate,"Rs 3,53,88,932","Rs 20,49,765"
Shamli,SHAMLI,GEN,MANISH KUMAR,M,GEN,34,IND,31824,4,2,Graduate Professional,"Rs 3,72,51,000",Rs 0
Budaun,SHEKHUPUR,GEN,DHARMENDRA KUMAR SINGH SHAKYA,M,GEN,41,BJP,93702,1,2,Graduate,"Rs 46,21,093","Rs 3,94,000"
Firozabad,SHIKOHABAD,GEN,RAMPRAKASH YADAV (NEHRU JI),M,GEN,62,IND,8074,4,2,8th Pass,"Rs 1,87,71,967",Rs 0
Varanasi,SHIVPUR,GEN,ANAND,M,GEN,45,SP,56194,2,2,Post Graduate,"Rs 10,81,596",Rs 0
Varanasi,SHIVPUR,GEN,ANIL,M,GEN,44,BJP,110453,1,2,Post Graduate,"Rs 35,95,693",Rs 0
Maharajganj,SISWA,GEN,RAGHVENDRA PRATAP,M,GEN,32,BSP,46185,3,2,Graduate,"Rs 10,43,86,275",Rs 0
Bulandsahar,SYANA,GEN,THAKUR SUNIL SINGH,M,GEN,52,RLD,22420,3,2,Graduate,"Rs 3,38,63,728","Rs 1,85,99,380"
Kushinagar,TAMKUHI RAJ,GEN,BIJAY RAI,M,GEN,45,BSP,41685,3,2,Graduate,"Rs 9,89,98,184","Rs 1,21,62,515"
Varanasi,VARANASI NORTH,GEN,SUJIT SINGH TIKA,M,GEN,43,IND,1957,4,2,Graduate,"Rs 1,61,398",Rs 0
Jaunpur,ZAFRABAD,GEN,HARENDRA,M,GEN,55,BJP,85989,1,2,Graduate Professional,"Rs 5,63,97,169","Rs 15,19,292"
Agra,AGRA NORTH,GEN,ER. GYANENDRA GAUTAM,M,GEN,35,BSP,48800,2,3,Graduate Professional,"Rs 4,08,06,253","Rs 26,70,741"
Allahabad,ALLAHABAD WEST,GEN,POOJA PAL,F,GEN,37,BSP,40499,3,3,Graduate,"Rs 1,85,11,062","Rs 32,54,658"
Amroha,AMROHA,GEN,MEHBOOB ALI,M,GEN,64,SP,74713,1,3,12th Pass,"Rs 4,84,78,248",Rs 0
Aligarh,ATRAULI,GEN,VIRESH YADAV,M,GEN,51,SP,64430,2,3,Graduate Professional,"Rs 3,28,77,500",Rs 0
Sant Ravidas Nagar,AURAI,SC,MADHUBALA PASI,F,SC,47,SP,63546,2,3,Graduate,"Rs 3,21,14,698","Rs 20,42,975"
Faizabad,AYODHYA,GEN,BANSHI LAL YADAV,M,GEN,41,BMUP,5661,4,3,Post Graduate,"Rs 60,75,615","Rs 10,00,235"
Banda,BABERU,GEN,VISHAMBHAR SINGH,M,GEN,63,SP,51693,3,3,Post Graduate,"Rs 5,01,59,959","Rs 1,80,000"
Ballia,BALLIA NAGAR,GEN,NARAD,M,GEN,53,BSP,31515,3,3,Post Graduate,"Rs 9,34,15,146",Rs 0
Banda,BANDA,GEN,VIVEK KUMAR SINGH,M,GEN,61,INC,32223,3,3,Graduate Professional,"Rs 13,21,24,898",Rs 0
Allahabad,BARA,SC,PHOOL CHANDRA,M,SC,44,NINSHAD,10704,4,3,Graduate,"Rs 2,76,99,856",Rs 0
Aligarh,BARAULI,GEN,DALVEER SINGH,M,GEN,73,BJP,125545,1,3,Graduate Professional,"Rs 5,95,69,314","Rs 13,00,000"
PILIBHIT,BARKHERA,GEN,SHAILENDRA SINGH GANGWAR,M,GEN,43,BSP,28674,3,3,Post Graduate,"Rs 3,84,07,753","Rs 1,31,28,205"
Sant Ravidas Nagar,BHADOHI,GEN,ZAHID BEG,M,GEN,52,SP,78414,2,3,12th Pass,"Rs 1,42,46,039",Rs 0
Hardoi,BILGRAM MALLANWAN,GEN,ANURAG MISHRA,M,GEN,37,BSP,51502,3,3,Graduate,"Rs 37,49,660",Rs 0
Bareilly,BITHARI CHAINPUR,GEN,VIRENDRA SINGH,M,GEN,57,BSP,53286,3,3,Post Graduate,"Rs 8,73,44,187","Rs 49,53,950"
Kanpur Nagar,BITHOOR,GEN,MUNINDRA SHUKLA,M,SC,58,SP,54302,2,3,12th Pass,"Rs 1,96,05,232","Rs 9,85,250"
Muzaffarnagar,CHARTHAWAL,GEN,MUKESH KUMAR CHAUDHARY,M,GEN,42,SP,58815,2,3,Graduate,"Rs 11,44,31,171","Rs 1,35,00,000"
Gorakhpur,CHAURI-CHAURA,GEN,ISHVAR CHAND,M,GEN,53,NINSHAD,13048,4,3,Graduate,"Rs 16,39,00,000",Rs 0
Balrampur,GAINSARI,GEN,ANURAG,M,GEN,35,IND,27652,4,3,Post Graduate,"Rs 2,15,12,075",Rs 0
Gonda,GAURA,GEN,PRABHAT KUMAR VERMA,M,GEN,48,BJP,72455,1,3,Post Graduate,"Rs 78,60,200","Rs 23,00,000"
Amethi,GAURIGANJ,GEN,RAKESH PRATAP SINGH,M,GEN,44,SP,77915,1,3,10th Pass,"Rs 3,60,61,115","Rs 95,94,629"
Mau,GHOSI,GEN,SUDHAKAR,M,GEN,58,SP,59256,3,3,Post Graduate,"Rs 82,32,261","Rs 38,000"
Mau,GHOSI,GEN,VIVEK RAI,M,GEN,26,CPI,2285,4,3,12th Pass,"Rs 21,000",Rs 0
Etawah,JASWANTNAGAR,GEN,MANISH YADAV PATRE,M,GEN,34,BJP,74218,2,3,Graduate Professional,"Rs 1,46,84,000",Rs 0
Shamli,KAIRANA,GEN,NAHID HASAN,M,GEN,29,SP,98830,1,3,Graduate Professional,"Rs 3,00,82,127",Rs 0
Baharaich,KAISERGANJ,GEN,RAMTEJ YADAV,M,GEN,71,SP,54117,3,3,Graduate,"Rs 36,68,000","Rs 4,00,000"
Ghaziabad,LONI,GEN,MADAN BHAIYA,M,GEN,57,RLD,42539,3,3,Graduate,"Rs 10,15,57,183","Rs 70,00,000"
Lucknow,LUCKNOW WEST,GEN,MOHAMMAD TAUHEED SIDDIQUI,M,GEN,37,AIMIM,1770,4,3,10th Pass,"Rs 1,03,22,503","Rs 64,83,887"
Mirzapur,MAJHAWAN,GEN,RAMESH CHAND BIND,M,GEN,42,BSP,66680,2,3,10th Pass,"Rs 9,24,99,846","Rs 1,95,88,057"
Jaunpur,MALHANI,GEN,DHANANJAY SINGH,M,GEN,41,NINSHAD,48141,2,3,Post Graduate,"Rs 5,19,11,949","Rs 1,15,37,463"
Chitrakoot,MANIKPUR,GEN,SAMPAT PAL,F,GEN,44,INC,40524,2,3,Literate,"Rs 1,21,03,000",Rs 0
Etah,MARHARA,GEN,KAILASH LODHI,M,GEN,34,JAM,2168,4,3,Graduate,"Rs 10,07,155",Rs 0
Meerut,MEERUT CANTT.,GEN,SATENDRA SOLANKI,M,GEN,50,BSP,55899,2,3,Graduate,"Rs 3,62,53,819","Rs 33,95,837"
Faizabad,MILKIPUR,SC,GORAKH NATH,M,SC,32,BJP,86960,1,3,Graduate,"Rs 59,94,375","Rs 3,70,590"
Ghaziabad,MODI NAGAR,GEN,SUDESH SHARMA,M,GEN,52,RLD,29477,4,3,10th Pass,"Rs 7,19,32,933",Rs 0
Sitapur,MOHMOODABAD,GEN,ASHA MAURYA,F,GEN,55,BJP,79563,2,3,Graduate,"Rs 4,59,90,465",Rs 0
Sitapur,MOHMOODABAD,GEN,PRADYUMN VERMA,M,GEN,48,BSP,45050,3,3,Post Graduate,"Rs 3,80,42,166","Rs 4,22,343"
Ghaziabad,MURADNAGAR,GEN,AJAY PAL SINGH,M,GEN,50,RLD,6648,4,3,12th Pass,"Rs 8,59,90,212","Rs 37,90,000"
Maharajganj,NAUTANWA,GEN,KUNWAR KAUSHAL KISHORE SINGH (MUNNA SINGH),M,GEN,45,SP,47410,2,3,12th Pass,"Rs 1,70,24,648",Rs 0
Deoria,PATHARDEVA,GEN,SURYA PRATAP SHAHI,M,GEN,64,BJP,99812,1,3,Graduate Professional,"Rs 4,89,69,014","Rs 2,34,969"
Azamgarh,PHOOLPUR PAWAI,GEN,ARUN,M,GEN,32,BJP,68435,1,3,Graduate,"Rs 78,93,362",Rs 0
Saharanpur,RAMPUR MANIHARAN,SC,RAVINDRA KUMAR MOLHU,M,SC,47,BSP,75870,2,3,10th Pass,"Rs 7,43,12,519","Rs 43,17,964"
Barabanki,RUDAULI,GEN,RAM CHANDRA YADAV,M,GEN,48,BJP,90311,1,3,12th Pass,"Rs 96,68,014","Rs 45,63,900"
Sultanpur,SADAR,GEN,SITARAM,M,GEN,68,BJP,68950,1,3,Post Graduate,"Rs 3,88,44,262","Rs 61,693"
Saharanpur,SAHARANPUR NAGAR,GEN,RAJIV GUMBER,M,GEN,47,BJP,122574,2,3,12th Pass,"Rs 71,69,578","Rs 1,50,000"
Lucknow,SAROJINI NAGAR,GEN,RUDRA DAMAN SINGH,M,GEN,42,IND,20607,4,3,Graduate Professional,"Rs 16,42,92,000","Rs 11,29,209"
Jaunpur,SHAHGANJ,GEN,OM PRAKASH(O.P. SINGH),M,GEN,39,BSP,51176,3,3,Post Graduate,"Rs 10,20,86,060",Rs 0
Jaunpur,SHAHGANJ,GEN,RANA AJEET PRATAP SINGH,M,GEN,48,SBSP,58656,2,3,Post Graduate,"Rs 4,22,61,980",Rs 0
Varanasi,SHIVPUR,GEN,BIRENDRA SINGH,M,GEN,58,BSP,46657,3,3,Graduate,"Rs 13,18,10,124",Rs 0
Shrawasti,SHRAWASTI,GEN,ENG. VINOD KUMAR TRIPATHI,M,GEN,48,RLD,10856,4,3,12th Pass,"Rs 74,54,559","Rs 31,00,254"
Hathras,SIKANDRA RAO,GEN,RAKESH SINGH RANA,M,GEN,49,IND,7222,4,3,Doctorate,"Rs 4,82,24,284","Rs 22,97,873"
Firozabad,SIRSAGANJ,GEN,PANKAJ MISHRA,M,GEN,43,JAM,6176,4,3,12th Pass,"Rs 4,19,83,000",Rs 0
Kanpur Nagar,SISHAMAU,GEN,HAZI IRFAN SOLANKI,M,GEN,37,SP,73030,1,3,Others,"Rs 3,12,35,274",Rs 0
Kushinagar,TAMKUHI RAJ,GEN,DR.P.K.RAI,M,GEN,67,NINSHAD,29759,4,3,Graduate Professional,"Rs 9,25,07,786","Rs 93,04,738"
Ambedkar Nagar,TANDA,GEN,MANOJ KUMAR VERMA,M,GEN,40,BSP,49526,3,3,Graduate,"Rs 97,71,506",Rs 0
Amethi,TILOI,GEN,MOHD. SAOOD,M,GEN,41,BSP,52072,2,3,12th Pass,"Rs 2,14,18,513","Rs 68,22,376"
Rae Bareli,UNCHAHAR,GEN,AJAY PAL SINGH,M,GEN,47,INC,34274,4,3,12th Pass,"Rs 8,59,90,212","Rs 37,90,000"
Varanasi,VARANASI NORTH,GEN,RAVINDRA JAISAWAL,M,GEN,50,BJP,116017,1,3,Post Graduate,"Rs 6,72,83,263","Rs 1,31,74,667"
Agra,AGRA NORTH,GEN,KUNDANIKA SHARMA,F,GEN,50,IND,3275,4,4,Post Graduate,"Rs 72,95,160",Rs 0
Etah,ALIGANJ,GEN,RAMESHWAR SINGH YADAV,M,GEN,65,SP,74844,2,4,10th Pass,"Rs 15,99,04,238","Rs 38,77,840"
Faizabad,AYODHYA,GEN,MO. BAZMI SIDDEKE,M,GEN,34,BSP,39554,3,4,8th Pass,"Rs 5,74,504",Rs 0
Lucknow,BAKSHI KAA TALAB,GEN,RAJENDRA PRASAD YADAV,M,GEN,59,LD,4283,4,4,Graduate,"Rs 5,50,52,283",Rs 0
Basti,BASTI SADAR,GEN,MAHENDRA NATH YADAV,M,GEN,42,SP,50103,2,4,Post Graduate,"Rs 53,93,158","Rs 4,24,341"
Hardoi,BILGRAM MALLANWAN,GEN,SUBHASH PAL,M,GEN,43,SP,75380,2,4,Graduate,"Rs 2,96,85,721","Rs 9,41,971"
Bareilly,BITHARI CHAINPUR,GEN,RAJESH KUMAR MISHRA,M,GEN,47,BJP,96397,1,4,8th Pass,"Rs 18,95,58,870","Rs 9,26,730"
Gorakhpur,CHILLUPAR,GEN,RAJESH TRIPATHI,M,GEN,52,BJP,74818,2,4,Graduate,"Rs 1,01,02,828","Rs 7,80,000"
Ghaziabad,DHOLANA,GEN,RAMESH CHAND TOMER,M,GEN,68,BJP,85004,4,4,Doctorate,"Rs 10,24,36,820","Rs 64,00,632"
Agra,ETMADPUR,GEN,RAM PRATAP SINGH,M,GEN,50,BJP,137381,1,4,Graduate Professional,"Rs 18,60,535","Rs 4,60,260"
Gonda,GAURA,GEN,RAM PRATAP SINGH,M,GEN,66,SP,42600,2,4,Graduate Professional,"Rs 18,60,535","Rs 4,60,260"
Ghazipur,GHAZIPUR,GEN,SANTOSH KUMAR,M,GEN,41,BSP,54987,3,4,Post Graduate,"Rs 1,94,63,806","Rs 16,53,541"
Rae Bareli,HARCHANDPUR,GEN,MANISH KUMAR SINGH,M,GEN,31,BSP,45057,3,4,Graduate,"Rs 4,35,93,894","Rs 1,50,32,342"
Kushinagar,HATA,GEN,VIRENDRA,M,GEN,38,BSP,42651,3,4,Graduate,"Rs 7,10,000","Rs 2,19,780"
Firozabad,JASRANA,GEN,RAMGOPAL PAPPU LODHI,M,GEN,47,BJP,103426,1,4,12th Pass,"Rs 3,27,82,881","Rs 51,48,706"
Jaunpur,JAUNPUR,GEN,NADEEM JAVED,M,GEN,40,INC,78040,2,4,Post Graduate,"Rs 1,31,58,937",Rs 0
Agra,KHERAGARH,GEN,RAMNATH,M,GEN,50,IND,7680,4,4,Graduate,"Rs 51,42,000","Rs 3,00,000"
Azamgarh,LALGANJ,SC,DAROGA PRASAD SAROJ,M,SC,68,BJP,70488,2,4,Graduate,"Rs 2,16,55,081",Rs 0
Mathura,MANT,GEN,SATISH KUMAR SHARMA,M,GEN,56,BJP,59871,3,4,12th Pass,"Rs 1,14,29,81,841","Rs 14,50,18,965"
Etah,MARHARA,GEN,VIRENDRA,M,GEN,46,BJP,92507,1,4,Graduate,"Rs 7,10,000","Rs 2,19,780"
Jaunpur,MARIYAHU,GEN,BHOLANATH,M,GEN,52,BSP,37066,3,4,Literate,"Rs 51,02,06,901","Rs 15,06,39,692"
Meerut,MEERUT SOUTH,GEN,HAJI MOHAMMAD YAQUB,M,GEN,58,BSP,77830,2,4,8th Pass,"Rs 7,66,86,715","Rs 1,59,075"
